CO_UNIDADE,CO_CNES,NO_FANTASIA,NO_MUNICIPIO,CO_TIPO_EQUIPAMENTO,DS_TIPO_EQUIPAMENTO,CO_EQUIPAMENTO,DS_EQUIPAMENTO,QT_EXISTENTE,QT_USO,QT_SUS,QT_OCIOSO_ESTIMADO
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,7,Equipamentos de Odontologia,85,Amalgamador,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,7,Equipamentos de Odontologia,86,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,7,Equipamentos de Odontologia,83,Caneta de Alta Rotacao,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,7,Equipamentos de Odontologia,84,Caneta de Baixa Rotacao,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,7,Equipamentos de Odontologia,81,Compressor Odontologico,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,7,Equipamentos de Odontologia,80,Equipo Odontologico,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,7,Equipamentos de Odontologia,82,Fotopolimerizador,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,2,2,2,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,5,Equipamentos para Manutencao da Vida,51,Bomba/Balao Intra-Aortico,2,2,2,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,3,3,3,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,5,Equipamentos para Manutencao da Vida,57,Equipamento de Fototerapia,2,2,2,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,5,Equipamentos para Manutencao da Vida,58,Incubadora,2,2,2,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,3,3,3,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,5,5,5,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,6,6,6,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,7,7,7,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,3,3,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,4,Equipamentos por Metodos Graficos,42,Eletroencefalografo,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,3,Equipamentos por Metodos Opticos,31,Endoscopio das Vias Respiratorias,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,3,Equipamentos por Metodos Opticos,32,Endoscopio das Vias Urinarias,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,3,Equipamentos por Metodos Opticos,35,Laparoscopio/Vídeo,1,1,1,0
3304115307864,5307864,HOSPITAL GERAL MUNICIPAL SAO FRANCISCO DE ASSIS,PORTO REAL,6,Outros Equipamentos,73,Bomba de Infusao de Hemoderivados,12,12,12,0
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,1,DIAGNOSTICO POR IMAGEM,15,Ultrassom Convencional,1,1,1,0
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,5,Equipamentos para Manutencao da Vida,54,Bilirrubinometro,1,1,1,0
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,15,7,7,8
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,4,4,4,0
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,5,Equipamentos para Manutencao da Vida,57,Equipamento de Fototerapia,4,1,1,3
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,5,Equipamentos para Manutencao da Vida,58,Incubadora,4,2,2,2
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,8,1,1,7
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,10,10,10,0
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,21,9,9,12
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,6,4,4,2
3304140182974,0182974,HOSPITAL E MATERNIDADE MUNICIPAL DE QUEIMADOS,QUEIMADOS,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,1,DIAGNOSTICO POR IMAGEM,21,RAIO X DIGITAL,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,1,DIAGNOSTICO POR IMAGEM,23,RAIO X MOVEL,2,2,2,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,8,EQUIPAMENTOS DE AUDIOLOGIA,87,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,40,40,40,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,3,1,1,2
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,15,15,15,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,6,4,4,2
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,5,Equipamentos para Manutencao da Vida,57,Equipamento de Fototerapia,2,1,1,1
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,5,Equipamentos para Manutencao da Vida,58,Incubadora,2,1,1,1
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,8,4,4,4
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,5,Equipamentos para Manutencao da Vida,61,Monitor de Pressao Invasivo,2,2,2,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,6,6,6,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,16,10,10,6
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,10,10,10,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,3,2,2,1
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,4,Equipamentos por Metodos Graficos,42,Eletroencefalografo,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,3,Equipamentos por Metodos Opticos,31,Endoscopio das Vias Respiratorias,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,3,Equipamentos por Metodos Opticos,32,Endoscopio das Vias Urinarias,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,3,Equipamentos por Metodos Opticos,51,HISTEROSCOPIO,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,3,Equipamentos por Metodos Opticos,35,Laparoscopio/Vídeo,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,3,Equipamentos por Metodos Opticos,36,Microscopio Cirurgico,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,6,Outros Equipamentos,71,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,6,Outros Equipamentos,72,Aparelho de Eletroestimulacao,1,1,1,0
3304152267209,2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,QUISSAMA,6,Outros Equipamentos,73,Bomba de Infusao de Hemoderivados,15,10,10,5
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,1,DIAGNOSTICO POR IMAGEM,07,RAIO X ODONTOLOGICO,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,1,DIAGNOSTICO POR IMAGEM,04,Raio X ate 100 mA,3,3,3,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,1,DIAGNOSTICO POR IMAGEM,05,Raio X de 100 a 500 mA,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,1,DIAGNOSTICO POR IMAGEM,11,Tomógrafo Computadorizado,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,1,DIAGNOSTICO POR IMAGEM,15,Ultrassom Convencional,2,2,2,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,2,Equipamentos de Infra-Estrutura,19,AR CONDICIONADO,110,110,110,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,5,5,5,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,2,Equipamentos de Infra-Estrutura,66,REFRIGERADOR,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,7,Equipamentos de Odontologia,85,Amalgamador,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,7,Equipamentos de Odontologia,83,Caneta de Alta Rotacao,2,2,2,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,7,Equipamentos de Odontologia,84,Caneta de Baixa Rotacao,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,7,Equipamentos de Odontologia,81,Compressor Odontologico,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,7,Equipamentos de Odontologia,80,Equipo Odontologico,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,7,Equipamentos de Odontologia,82,Fotopolimerizador,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,60,60,60,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,7,7,7,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,30,30,30,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,5,Equipamentos para Manutencao da Vida,61,Monitor de Pressao Invasivo,30,30,30,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,20,20,20,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,23,23,23,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,7,7,7,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,4,Equipamentos por Metodos Graficos,42,Eletroencefalografo,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,3,Equipamentos por Metodos Opticos,31,Endoscopio das Vias Respiratorias,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,3,Equipamentos por Metodos Opticos,32,Endoscopio das Vias Urinarias,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,3,Equipamentos por Metodos Opticos,51,HISTEROSCOPIO,1,1,1,0
3304202288893,2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI,RESENDE,3,Equipamentos por Metodos Opticos,36,Microscopio Cirurgico,2,1,1,1
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,1,DIAGNOSTICO POR IMAGEM,17,MAMOGRAFO DIGITAL,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,1,DIAGNOSTICO POR IMAGEM,21,RAIO X DIGITAL,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,1,DIAGNOSTICO POR IMAGEM,32,RESSONANCIA MAGNETICA 0.5T,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,1,DIAGNOSTICO POR IMAGEM,09,Raio X para Densitometria Ossea,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,1,DIAGNOSTICO POR IMAGEM,26,TOMOGRAFO COMPUTADORIZADO 4 CANAIS,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,1,DIAGNOSTICO POR IMAGEM,15,Ultrassom Convencional,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,2,2,2,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,54,Bilirrubinometro,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,15,15,15,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,3,3,3,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,57,Equipamento de Fototerapia,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,58,Incubadora,2,2,2,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,59,Marcapasso Temporario,2,2,2,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,10,10,10,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,8,8,8,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,18,18,18,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,9,9,9,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,2,2,2,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,3,Equipamentos por Metodos Opticos,51,HISTEROSCOPIO,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,3,Equipamentos por Metodos Opticos,36,Microscopio Cirurgico,1,1,1,0
3304406232094,6232094,HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE,RIO CLARO,6,Outros Equipamentos,78,Forno de Bier,1,1,1,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,1,DIAGNOSTICO POR IMAGEM,06,Raio X mais de 500mA,1,1,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,1,1,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,4,4,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,2,2,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,2,2,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,5,Equipamentos para Manutencao da Vida,58,Incubadora,2,2,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,1,1,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,5,Equipamentos para Manutencao da Vida,61,Monitor de Pressao Invasivo,1,1,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,3,3,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,2,2,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,4,Equipamentos por Metodos Graficos,42,Eletroencefalografo,1,1,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,3,Equipamentos por Metodos Opticos,31,Endoscopio das Vias Respiratorias,1,1,0,0
3304502268329,2268329,HOSPITAL GERAL DR LUIZ PINTO,RIO DAS FLORES,6,Outros Equipamentos,78,Forno de Bier,1,1,0,0
3304526069134,6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,RIO DAS OSTRAS,1,DIAGNOSTICO POR IMAGEM,04,Raio X ate 100 mA,3,3,3,0
3304526069134,6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,RIO DAS OSTRAS,1,DIAGNOSTICO POR IMAGEM,05,Raio X de 100 a 500 mA,2,2,2,0
3304526069134,6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,RIO DAS OSTRAS,1,DIAGNOSTICO POR IMAGEM,11,Tomógrafo Computadorizado,1,1,1,0
3304526069134,6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,RIO DAS OSTRAS,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,2,1,1,1
3304526069134,6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,RIO DAS OSTRAS,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,1,1,1,0
3304526069134,6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,RIO DAS OSTRAS,10,DIALISE,02,APARELHO DE HEMODIALISE - HOSPITALAR,4,4,4,0
3304526069134,6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,RIO DAS OSTRAS,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,1,1,1,0
3304526069134,6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,RIO DAS OSTRAS,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,4,4,4,0
3304526069134,6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,RIO DAS OSTRAS,5,Equipamentos para Manutencao da Vida,54,Bilirrubinometro,1,1,1,0
3304526069134,6069134,HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA,RIO DAS OSTRAS,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,55,52,52,3
